6f36f194-2006-43eb-8c0f-b9c9b7297274,Smoothie: Banana + Milk + Honey,smoothie_banana_milk_honey,before,30-90 min,30,90,snack,Smoothie,medium,{dairy},Liquid = faster digestion than solid foods. Basic smoothie.,"[{""fat_g"": 0.4, ""carbs_g"": 27, ""food_id"": ""2a376d78-d356-45cc-8619-910d0fe7e02f"", ""calories"": 105, ""fluid_ml"": 88, ""allergens"": [], ""food_name"": ""banana"", ""protein_g"": 1.3, ""sodium_mg"": 1, ""display_name"": ""Banana"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""1 medium"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 0, ""carbs_g"": 17.3, ""food_id"": ""6e86dd85-506c-4157-84a8-4e44b5eeb4d4"", ""calories"": 64, ""fluid_ml"": 4, ""allergens"": [], ""food_name"": ""honey"", ""protein_g"": 0.1, ""sodium_mg"": 1, ""display_name"": ""Honey"", ""max_servings"": 4, ""min_servings"": 1, ""serving_size"": ""1 tbsp"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 8, ""carbs_g"": 12, ""food_id"": ""729254f8-7c67-4814-8d22-c232871d810b"", ""calories"": 149, ""fluid_ml"": 220, ""allergens"": [""dairy""], ""food_name"": ""milk"", ""protein_g"": 8, ""sodium_mg"": 105, ""display_name"": ""Milk (whole)"", ""max_servings"": 2, ""min_servings"": 0.5, ""serving_size"": ""1 cup (8 oz)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}]",56.3,9.4,8.4,107.0,312.0,318,unvalidated,true,74,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:18:42.054211 +00:00,"{paleo,vegan}","{banana,honey,milk}"
742505d6-22a3-443e-8ad1-76eb4c69d1bf,Smoothie: Banana + PB + Milk,smoothie_banana_pb_milk,before,1.5-3 hours,90,180,full_meal,Smoothie,medium,"{dairy,peanuts}",PB makes it more filling. Higher fat/protein.,"[{""fat_g"": 0.4, ""carbs_g"": 27, ""food_id"": ""2a376d78-d356-45cc-8619-910d0fe7e02f"", ""calories"": 105, ""fluid_ml"": 88, ""allergens"": [], ""food_name"": ""banana"", ""protein_g"": 1.3, ""sodium_mg"": 1, ""display_name"": ""Banana"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""1 medium"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 8.2, ""carbs_g"": 3.6, ""food_id"": ""ca3ef4be-a5a4-4e39-84cb-48a15ddfe413"", ""calories"": 94, ""fluid_ml"": 0, ""allergens"": [""peanuts""], ""food_name"": ""peanut_butter"", ""protein_g"": 3.6, ""sodium_mg"": 73, ""display_name"": ""Peanut Butter"", ""max_servings"": 2, ""min_servings"": 1, ""serving_size"": ""1 tbsp"", ""digestion_speed"": ""slow"", ""default_servings"": 1}, {""fat_g"": 8, ""carbs_g"": 12, ""food_id"": ""729254f8-7c67-4814-8d22-c232871d810b"", ""calories"": 149, ""fluid_ml"": 220, ""allergens"": [""dairy""], ""food_name"": ""milk"", ""protein_g"": 8, ""sodium_mg"": 105, ""display_name"": ""Milk (whole)"", ""max_servings"": 2, ""min_servings"": 0.5, ""serving_size"": ""1 cup (8 oz)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}]",42.6,12.9,16.6,179.0,308.0,348,unvalidated,true,41,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:18:42.054211 +00:00,"{paleo,vegan}","{banana,peanut_butter,milk}"
4ca31fcb-d73b-47d4-8180-0b9001a633df,Smoothie: Banana + Dates + Milk,smoothie_banana_dates_milk,before,1.5-3 hours,90,180,full_meal,Smoothie,medium,{dairy},Dates add concentrated sweetness and iron.,"[{""fat_g"": 0.4, ""carbs_g"": 27, ""food_id"": ""2a376d78-d356-45cc-8619-910d0fe7e02f"", ""calories"": 105, ""fluid_ml"": 88, ""allergens"": [], ""food_name"": ""banana"", ""protein_g"": 1.3, ""sodium_mg"": 1, ""display_name"": ""Banana"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""1 medium"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 0, ""carbs_g"": 18, ""food_id"": ""88343d31-ca35-4f69-8b33-586a788a8d7f"", ""calories"": 66, ""fluid_ml"": 5, ""allergens"": [], ""food_name"": ""dates"", ""protein_g"": 0.4, ""sodium_mg"": 0, ""display_name"": ""Dates (Medjool)"", ""max_servings"": 4, ""min_servings"": 1, ""serving_size"": ""1 date"", ""digestion_speed"": ""fast"", ""default_servings"": 2}, {""fat_g"": 8, ""carbs_g"": 12, ""food_id"": ""729254f8-7c67-4814-8d22-c232871d810b"", ""calories"": 149, ""fluid_ml"": 220, ""allergens"": [""dairy""], ""food_name"": ""milk"", ""protein_g"": 8, ""sodium_mg"": 105, ""display_name"": ""Milk (whole)"", ""max_servings"": 2, ""min_servings"": 0.5, ""serving_size"": ""1 cup (8 oz)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}]",75.0,10.1,8.4,106.0,318.0,386,unvalidated,true,92,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:18:42.054211 +00:00,"{paleo,vegan}","{banana,dates,milk}"
e27d09cc-01a6-47e5-8acf-4dbfb349b6be,Smoothie: Banana + Berries + Milk,smoothie_banana_berries_milk,before,30-90 min,30,90,snack,Smoothie,medium,{dairy},Classic fruit smoothie. ~45-50g carbs.,"[{""fat_g"": 0.4, ""carbs_g"": 27, ""food_id"": ""2a376d78-d356-45cc-8619-910d0fe7e02f"", ""calories"": 105, ""fluid_ml"": 88, ""allergens"": [], ""food_name"": ""banana"", ""protein_g"": 1.3, ""sodium_mg"": 1, ""display_name"": ""Banana"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""1 medium"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 0.3, ""carbs_g"": 8.5, ""food_id"": ""05f6647c-646d-434a-8223-67bd51de9b2e"", ""calories"": 35, ""fluid_ml"": 60, ""allergens"": [], ""food_name"": ""mixed_berries"", ""protein_g"": 0.5, ""sodium_mg"": 1, ""display_name"": ""Mixed Berries"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""½ cup"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 8, ""carbs_g"": 12, ""food_id"": ""729254f8-7c67-4814-8d22-c232871d810b"", ""calories"": 149, ""fluid_ml"": 220, ""allergens"": [""dairy""], ""food_name"": ""milk"", ""protein_g"": 8, ""sodium_mg"": 105, ""display_name"": ""Milk (whole)"", ""max_servings"": 2, ""min_servings"": 0.5, ""serving_size"": ""1 cup (8 oz)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}]",47.5,9.8,8.7,107.0,368.0,289,unvalidated,true,10,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:18:42.054211 +00:00,"{paleo,vegan}","{banana,mixed_berries,milk}"
f2fead29-2504-4992-8b04-b5f48751240e,Smoothie: Banana + Protein Powder + Milk,smoothie_banana_protein_powder_milk,before,1.5-3 hours,90,180,full_meal,Smoothie,slow,{dairy},High protein. Needs 2-3 hours. Check powder allergens.,"[{""fat_g"": 0.4, ""carbs_g"": 27, ""food_id"": ""2a376d78-d356-45cc-8619-910d0fe7e02f"", ""calories"": 105, ""fluid_ml"": 88, ""allergens"": [], ""food_name"": ""banana"", ""protein_g"": 1.3, ""sodium_mg"": 1, ""display_name"": ""Banana"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""1 medium"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 1, ""carbs_g"": 3, ""food_id"": ""a036d9e4-6d90-4c9e-89ea-7b810831387f"", ""calories"": 120, ""fluid_ml"": 0, ""allergens"": [""dairy""], ""food_name"": ""protein_powder"", ""protein_g"": 24, ""sodium_mg"": 130, ""display_name"": ""Protein Powder (whey)"", ""max_servings"": 2, ""min_servings"": 0.5, ""serving_size"": ""1 scoop"", ""digestion_speed"": ""medium"", ""default_servings"": 1}, {""fat_g"": 8, ""carbs_g"": 12, ""food_id"": ""729254f8-7c67-4814-8d22-c232871d810b"", ""calories"": 149, ""fluid_ml"": 220, ""allergens"": [""dairy""], ""food_name"": ""milk"", ""protein_g"": 8, ""sodium_mg"": 105, ""display_name"": ""Milk (whole)"", ""max_servings"": 2, ""min_servings"": 0.5, ""serving_size"": ""1 cup (8 oz)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}]",42.0,33.3,9.4,236.0,308.0,374,unvalidated,true,111,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:18:42.054211 +00:00,"{paleo,vegan}","{banana,protein_powder,milk}"
21bbc0fe-2d05-4745-8e65-4e119fd7d4b9,Oatmeal + Dates + Honey,oatmeal_dates_honey,before,1.5-3 hours,90,180,full_meal,Oatmeal,medium,{gluten},Very sweet. Dates are calorie-dense.,"[{""fat_g"": 2.5, ""carbs_g"": 27, ""food_id"": ""b954fa74-4de5-4e76-8ab5-966a1b92d1cb"", ""calories"": 150, ""fluid_ml"": 200, ""allergens"": [], ""food_name"": ""oats_dry"", ""protein_g"": 5, ""sodium_mg"": 0, ""display_name"": ""Oatmeal (½ cup dry)"", ""max_servings"": 4, ""min_servings"": 0.5, ""serving_size"": ""½ cup dry (~40g)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}, {""fat_g"": 0, ""carbs_g"": 18, ""food_id"": ""88343d31-ca35-4f69-8b33-586a788a8d7f"", ""calories"": 66, ""fluid_ml"": 5, ""allergens"": [], ""food_name"": ""dates"", ""protein_g"": 0.4, ""sodium_mg"": 0, ""display_name"": ""Dates (Medjool)"", ""max_servings"": 4, ""min_servings"": 1, ""serving_size"": ""1 date"", ""digestion_speed"": ""fast"", ""default_servings"": 2}, {""fat_g"": 0, ""carbs_g"": 17.3, ""food_id"": ""6e86dd85-506c-4157-84a8-4e44b5eeb4d4"", ""calories"": 64, ""fluid_ml"": 4, ""allergens"": [], ""food_name"": ""honey"", ""protein_g"": 0.1, ""sodium_mg"": 1, ""display_name"": ""Honey"", ""max_servings"": 4, ""min_servings"": 0.17, ""serving_size"": ""1 tbsp"", ""digestion_speed"": ""fast"", ""default_servings"": 0.33}]",68.7,5.8,2.5,0.3,211.3,303,unvalidated,true,63,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:11:55.441640 +00:00,"{keto,low_carb}","{oats_dry,dates,honey}"
2b2fd6a0-c176-48c2-8051-748ea7ac763f,Oatmeal + Raisins,oatmeal_raisins,before,1.5-3 hours,90,180,full_meal,Oatmeal,medium,{gluten},Raisins are calorie-dense. Natural sweetener.,"[{""fat_g"": 2.5, ""carbs_g"": 27, ""food_id"": ""b954fa74-4de5-4e76-8ab5-966a1b92d1cb"", ""calories"": 150, ""fluid_ml"": 200, ""allergens"": [], ""food_name"": ""oats_dry"", ""protein_g"": 5, ""sodium_mg"": 0, ""display_name"": ""Oatmeal (½ cup dry)"", ""max_servings"": 4, ""min_servings"": 0.5, ""serving_size"": ""½ cup dry (~40g)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}, {""fat_g"": 0.1, ""carbs_g"": 14.3, ""food_id"": ""57a543db-bdd5-419e-8669-ed2ebad9910e"", ""calories"": 54, ""fluid_ml"": 3, ""allergens"": [], ""food_name"": ""raisins"", ""protein_g"": 0.5, ""sodium_mg"": 2, ""display_name"": ""Raisins"", ""max_servings"": 3, ""min_servings"": 1, ""serving_size"": ""2 tbsp (~18g)"", ""digestion_speed"": ""fast"", ""default_servings"": 1}]",41.3,5.5,2.6,2.0,203.0,204,unvalidated,true,50,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:11:55.441640 +00:00,"{keto,low_carb}","{oats_dry,raisins}"
855aedbd-a971-466d-8919-b98f152ba00a,Grapes (alone),grapes_alone,before,< 30 min,0,30,top_up,Fruit-Forward,fast,{},~27g carbs. Easy on stomach. Frozen grapes popular in summer.,"[{""fat_g"": 0.2, ""carbs_g"": 27.3, ""food_id"": ""eb425994-943f-4fd1-8695-a475535b6131"", ""calories"": 104, ""fluid_ml"": 122, ""allergens"": [], ""food_name"": ""grapes"", ""protein_g"": 1.1, ""sodium_mg"": 3, ""display_name"": ""Grapes"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""1 cup (~30 grapes)"", ""digestion_speed"": ""fast"", ""default_servings"": 1}]",27.3,1.1,0.2,3.0,122.0,104,unvalidated,true,9,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:11:55.441640 +00:00,{},{grapes}
83460ebc-e110-4698-801a-ac89ce465dd7,Oatmeal + Blueberries,oatmeal_blueberries,before,1.5-3 hours,90,180,full_meal,Oatmeal,medium,{gluten},Antioxidant-rich. Lower sugar than banana version.,"[{""fat_g"": 2.5, ""carbs_g"": 27, ""food_id"": ""b954fa74-4de5-4e76-8ab5-966a1b92d1cb"", ""calories"": 150, ""fluid_ml"": 200, ""allergens"": [], ""food_name"": ""oats_dry"", ""protein_g"": 5, ""sodium_mg"": 0, ""display_name"": ""Oatmeal (½ cup dry)"", ""max_servings"": 4, ""min_servings"": 0.5, ""serving_size"": ""½ cup dry (~40g)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}, {""fat_g"": 0.2, ""carbs_g"": 10.7, ""food_id"": ""43b179ca-f1fc-488d-819f-a36b02b00709"", ""calories"": 42, ""fluid_ml"": 62, ""allergens"": [], ""food_name"": ""blueberries"", ""protein_g"": 0.6, ""sodium_mg"": 1, ""display_name"": ""Blueberries"", ""max_servings"": 3, ""min_servings"": 0.5, ""serving_size"": ""½ cup"", ""digestion_speed"": ""fast"", ""default_servings"": 1}]",37.7,5.6,2.7,1.0,262.0,192,unvalidated,true,107,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:11:55.441640 +00:00,"{keto,low_carb}","{oats_dry,blueberries}"
bf7ee227-3ad6-4429-88e2-1e55d43afa84,Oatmeal + Raisins + Brown Sugar,oatmeal_raisins_brown_sugar,before,1.5-3 hours,90,180,full_meal,Oatmeal,medium,{gluten},Classic instant oatmeal flavor profile.,"[{""fat_g"": 2.5, ""carbs_g"": 27, ""food_id"": ""b954fa74-4de5-4e76-8ab5-966a1b92d1cb"", ""calories"": 150, ""fluid_ml"": 200, ""allergens"": [], ""food_name"": ""oats_dry"", ""protein_g"": 5, ""sodium_mg"": 0, ""display_name"": ""Oatmeal (½ cup dry)"", ""max_servings"": 4, ""min_servings"": 0.5, ""serving_size"": ""½ cup dry (~40g)"", ""digestion_speed"": ""medium"", ""default_servings"": 1}, {""fat_g"": 0.1, ""carbs_g"": 14.3, ""food_id"": ""57a543db-bdd5-419e-8669-ed2ebad9910e"", ""calories"": 54, ""fluid_ml"": 3, ""allergens"": [], ""food_name"": ""raisins"", ""protein_g"": 0.5, ""sodium_mg"": 2, ""display_name"": ""Raisins"", ""max_servings"": 3, ""min_servings"": 1, ""serving_size"": ""2 tbsp (~18g)"", ""digestion_speed"": ""fast"", ""default_servings"": 1}, {""fat_g"": 0, ""carbs_g"": 12.4, ""food_id"": ""021071dd-3100-4ee3-81d7-7733e120637a"", ""calories"": 48, ""fluid_ml"": 0, ""allergens"": [], ""food_name"": ""brown_sugar"", ""protein_g"": 0, ""sodium_mg"": 3, ""display_name"": ""Brown Sugar"", ""max_servings"": 2, ""min_servings"": 1, ""serving_size"": ""1 tbsp"", ""digestion_speed"": ""fast"", ""default_servings"": 1}]",53.7,5.5,2.6,5.0,203.0,252,unvalidated,true,27,2026-02-13 14:05:20.766793 +00:00,2026-02-20 17:11:55.441640 +00:00,"{keto,low_carb}","{oats_dry,raisins,brown_sugar}"
